Date,Open,High,Low,Close,Adj Close,Volume
2020-07-28,51.020000,51.660000,50.970001,51.270000,46.312229,13121400
2020-07-29,51.169998,52.590000,50.990002,52.520000,47.441353,16991000
2020-07-30,51.110001,51.200001,49.860001,50.869999,45.950905,24154600
2020-07-31,50.259998,50.310001,49.369999,50.009998,45.631546,22485800
2020-08-03,50.560001,50.849998,49.689999,50.389999,45.978279,15856600
2020-08-04,50.230000,50.320000,49.849998,50.139999,45.750164,16230800
2020-08-05,50.500000,51.310001,50.470001,51.040001,46.571365,16412400
2020-08-06,50.750000,51.290001,50.580002,50.889999,46.434505,11025000
2020-08-07,50.520000,52.230000,50.130001,52.119999,47.556816,21499100
2020-08-10,52.290001,53.209999,52.250000,52.860001,48.232025,16850400
2020-08-11,54.450001,55.029999,53.540001,53.759998,49.053234,25256500
2020-08-12,54.939999,55.020000,52.750000,53.349998,48.679127,19337900
2020-08-13,52.830002,53.480000,52.570000,52.889999,48.259403,13815300
2020-08-14,52.450001,53.349998,52.360001,52.930000,48.295898,13861300
2020-08-17,52.630001,52.820000,51.349998,51.419998,46.918098,19788700
2020-08-18,51.520000,51.529999,50.279999,50.340000,45.932659,17100800
2020-08-19,50.680000,51.330002,50.000000,50.290001,45.887039,20837300
2020-08-20,49.529999,50.020000,49.230000,49.580002,45.239204,15920900
2020-08-21,49.450001,50.080002,49.160000,49.299999,44.983715,17416000
2020-08-24,49.900002,51.130001,49.450001,51.060001,46.589622,19745100
2020-08-25,51.849998,52.509998,50.970001,51.650002,47.127964,17244800
2020-08-26,51.660000,51.790001,50.820000,50.849998,46.398006,14541600
2020-08-27,50.720001,52.209999,50.650002,51.720001,47.191830,19393500
2020-08-28,52.070000,52.369999,51.529999,52.279999,47.702805,16990300
2020-08-31,51.910000,52.040001,51.099998,51.119999,46.644367,16280100
2020-09-01,50.880001,51.570000,50.540001,51.200001,46.717369,16903400
2020-09-02,51.040001,52.139999,50.660000,51.950001,47.401699,15348600
2020-09-03,52.439999,53.639999,51.230000,51.500000,46.991096,25003200
2020-09-04,52.470001,53.360001,51.439999,52.520000,47.921795,25124000
2020-09-08,51.919998,52.090000,50.660000,51.040001,46.571365,28128600
2020-09-09,51.200001,51.590000,50.619999,51.400002,46.899853,19193900
2020-09-10,51.720001,52.500000,50.700001,50.950001,46.489250,22324400
2020-09-11,50.889999,51.689999,50.799999,51.000000,46.534866,21033200
2020-09-14,51.490002,52.080002,47.900002,48.150002,43.934391,58798300
2020-09-15,48.119999,48.389999,44.669998,44.810001,40.886818,84689700
2020-09-16,45.209999,46.759998,44.619999,46.020000,41.990887,45484600
2020-09-17,45.459999,45.830002,45.009998,45.529999,41.543777,28741600
2020-09-18,45.520000,45.959999,44.759998,44.860001,40.932438,33201700
2020-09-21,43.410000,44.160000,43.070000,43.930000,40.083858,33469700
2020-09-22,43.790001,44.130001,43.080002,43.290001,39.499901,25799200
2020-09-23,43.610001,43.950001,41.790001,41.849998,38.185970,28780200
2020-09-24,41.849998,42.599998,41.290001,42.189999,38.496204,31259200
2020-09-25,41.840000,42.130001,41.520000,42.020000,38.341084,26917200
2020-09-28,42.919998,43.880001,42.889999,43.340000,39.545525,21204600
2020-09-29,43.099998,43.290001,42.020000,42.419998,38.706062,20694300
2020-09-30,42.580002,43.590000,42.500000,43.110001,39.335655,22533400
2020-10-01,43.330002,43.650002,42.599998,43.439999,39.636765,21900500
2020-10-02,42.540001,43.869999,42.520000,43.660000,39.837502,23899200
2020-10-05,44.259998,45.230000,44.209999,44.910000,40.978062,24170600
2020-10-06,45.480000,46.060001,44.160000,44.410000,40.521832,29505900
2020-10-07,45.020000,45.630001,44.610001,44.840000,40.914188,22135800
2020-10-08,44.910000,45.169998,44.279999,44.720001,40.804699,28630700
2020-10-09,45.009998,45.590000,44.689999,44.930000,40.996311,25595600
2020-10-12,45.090000,45.990002,44.950001,45.880001,41.863136,24070200
2020-10-13,46.119999,46.119999,43.549999,43.680000,39.855747,49899100
2020-10-14,43.520000,44.240002,43.000000,43.029999,39.262653,30260500
2020-10-15,42.540001,43.639999,42.250000,43.610001,39.791878,26408000
2020-10-16,43.680000,43.880001,43.080002,43.189999,39.408646,25998000
2020-10-19,43.349998,43.389999,42.810001,42.900002,39.144039,22793600
2020-10-20,43.369999,44.080002,43.340000,43.520000,39.709763,21255900
2020-10-21,43.459999,43.730000,42.900002,43.009998,39.244408,19816300
2020-10-22,42.889999,43.990002,42.660000,43.950001,40.102108,21341200
2020-10-23,44.209999,44.570000,43.669998,43.950001,40.102108,18486500
2020-10-26,43.360001,43.400002,42.810001,43.259998,39.472527,24928100
2020-10-27,43.040001,43.040001,41.869999,41.880001,38.213345,24251700
2020-10-28,40.970001,41.590000,40.740002,41.130001,37.529011,27485000
2020-10-29,41.130001,42.150002,40.709999,41.660000,38.012604,23351000
2020-10-30,41.029999,41.540001,40.490002,41.419998,38.262020,26962800
2020-11-02,41.860001,42.669998,41.200001,42.209999,38.991787,24310800
2020-11-03,43.299999,44.020000,43.060001,43.529999,40.211151,29985200
2020-11-04,42.529999,43.410000,41.900002,42.080002,38.871700,25956400
2020-11-05,42.340000,43.580002,42.180000,43.070000,39.786213,24945100
2020-11-06,43.509998,43.610001,42.500000,42.709999,39.453671,17705200
2020-11-09,46.869999,48.779999,46.259998,47.639999,44.007790,56895200
2020-11-10,48.310001,48.750000,47.450001,47.650002,44.017029,33275800
2020-11-11,47.900002,49.290001,47.680000,48.930000,45.199436,29719600
2020-11-12,47.970001,48.410000,47.709999,48.279999,44.598995,28457400
2020-11-13,48.650002,49.070000,48.400002,48.660000,44.950020,18632500
2020-11-16,50.410000,51.020000,49.860001,50.400002,46.557358,26699400
2020-11-17,49.840000,50.930000,49.480000,50.730000,46.862198,18970000
2020-11-18,51.090000,52.650002,51.009998,51.049999,47.157799,25824000
2020-11-19,51.599998,52.320000,50.950001,52.139999,48.164692,20262400
2020-11-20,51.830002,52.110001,51.189999,51.650002,47.712051,15471100
2020-11-23,52.509998,53.630001,52.290001,53.299999,49.236252,28923200
2020-11-24,54.480000,57.139999,54.480000,57.060001,52.709579,32890900
2020-11-25,56.270000,57.160000,55.330002,57.060001,52.709579,28250500
2020-11-27,57.000000,57.240002,56.119999,56.669998,52.349316,14267100
2020-11-30,56.139999,56.540001,55.000000,55.070000,50.871304,23359300
2020-12-01,56.549999,56.740002,55.400002,55.470001,51.240807,23497900
2020-12-02,55.360001,57.419998,55.250000,57.200001,52.838909,26796800
2020-12-03,57.380001,57.450001,56.200001,56.580002,52.266182,18776100
2020-12-04,57.560001,58.820000,57.310001,58.619999,54.150642,24696000
2020-12-07,58.150002,58.610001,57.279999,58.130001,53.697994,21280900
2020-12-08,57.480000,58.400002,57.360001,58.360001,53.910469,15511700
2020-12-09,59.160000,59.549999,58.299999,58.950001,54.455479,27278200
2020-12-10,58.040001,60.790001,58.009998,60.500000,55.887302,25866600
2020-12-11,59.799999,59.810001,58.180000,58.930000,54.437000,20960000
2020-12-14,60.000000,60.259998,58.730000,58.740002,54.261497,19688300
2020-12-15,58.740002,59.860001,58.570000,59.669998,55.120583,16044400
2020-12-16,60.070000,60.139999,59.360001,59.750000,55.194485,14988300
2020-12-17,60.000000,60.290001,59.570000,60.049999,55.471615,18229900
2020-12-18,60.299999,60.299999,58.709999,59.060001,54.557095,28712700
2020-12-21,60.349998,61.820000,59.810001,61.230000,56.561646,31906100
2020-12-22,61.099998,61.139999,59.160000,59.259998,54.741844,17851600
2020-12-23,60.000000,61.310001,59.790001,60.779999,56.145950,16579100
2020-12-24,60.930000,61.090000,59.880001,60.570000,55.951969,6824400
2020-12-28,60.619999,61.930000,60.490002,61.130001,56.469273,14414600
2020-12-29,61.150002,61.400002,60.549999,60.910000,56.266048,10800400
2020-12-30,60.910000,61.270000,60.669998,60.860001,56.219860,10770700
2020-12-31,60.669998,61.849998,60.529999,61.660000,56.958866,12500700
2021-01-04,61.590000,61.709999,59.730000,60.139999,55.554749,21286200
2021-01-05,60.349998,62.000000,60.020000,61.700001,56.995811,20213100
2021-01-06,64.489998,66.599998,63.950001,65.250000,60.275150,38106600
2021-01-07,67.070000,68.099998,66.010002,66.019997,60.986439,24161000
2021-01-08,66.209999,66.209999,64.339996,65.370003,60.386002,20747800
2021-01-11,64.580002,66.620003,64.330002,66.440002,61.374428,20454000
2021-01-12,67.489998,67.739998,66.239998,66.669998,61.586887,20162800
2021-01-13,67.000000,67.220001,65.989998,66.860001,61.762402,18541900
2021-01-14,67.519997,69.430000,67.169998,69.010002,63.748478,29108900
2021-01-15,67.370003,67.650002,64.089996,64.230003,59.332920,38295300
2021-01-19,65.199997,65.250000,62.910000,63.689999,58.834087,27022400
2021-01-20,63.750000,63.820000,62.840000,63.250000,58.427639,17448900
2021-01-21,63.209999,63.340000,61.740002,61.869999,57.152851,19394600
2021-01-22,60.939999,61.830002,60.189999,61.330002,56.654022,24740400
2021-01-25,60.669998,60.770000,59.169998,60.560001,55.942734,25754100
2021-01-26,61.200001,61.240002,60.090000,60.910000,56.266048,18760900
2021-01-27,59.900002,60.000000,58.529999,59.400002,54.871174,24657200
2021-01-28,60.150002,61.060001,59.630001,60.340000,55.739502,19986200
2021-01-29,59.959999,60.200001,57.689999,57.990002,54.025311,27078300
2021-02-01,58.660000,58.669998,57.400002,58.430000,54.435219,16073000
2021-02-02,59.599998,60.250000,59.299999,59.580002,55.506596,18693400
2021-02-03,59.410000,61.150002,59.320000,61.099998,56.922672,18730600
2021-02-04,61.570000,62.630001,61.419998,62.410000,58.143112,16612900
2021-02-05,62.990002,63.080002,62.070000,62.580002,58.301495,13493800
2021-02-08,63.090000,63.709999,62.849998,63.650002,59.298336,15055400
2021-02-09,63.700001,63.869999,62.520000,63.119999,58.804573,12336900
2021-02-10,63.480000,63.990002,62.980000,63.619999,59.270386,12680700
2021-02-11,63.599998,63.869999,61.930000,63.200001,58.879101,12108300
2021-02-12,62.919998,64.019997,62.889999,63.630001,59.279709,12174600
2021-02-16,64.919998,65.070000,63.840000,64.120003,59.736202,19065400
2021-02-17,63.799999,64.910004,63.450001,64.760002,60.332451,20279600
2021-02-18,64.300003,64.550003,63.090000,63.480000,59.139961,14833200
2021-02-19,64.160004,65.989998,64.050003,65.779999,61.282715,20456200
2021-02-22,65.400002,66.900002,65.290001,65.519997,61.040478,23120700
2021-02-23,65.589996,66.919998,64.860001,66.739998,62.177067,26712100
2021-02-24,67.169998,68.680000,67.000000,68.599998,63.909920,20752900
2021-02-25,69.040001,69.379997,66.889999,67.410004,62.801270,25206100
2021-02-26,66.779999,67.599998,65.540001,65.879997,61.375870,24182200
2021-03-01,68.489998,69.989998,67.980003,69.540001,64.785645,28054600
2021-03-02,69.190002,69.989998,68.849998,68.910004,64.198723,19200600
2021-03-03,69.489998,71.489998,69.300003,70.379997,65.568214,25157600
2021-03-04,70.180000,71.779999,67.889999,69.809998,65.037186,28518400
2021-03-05,70.839996,71.269997,68.440002,70.230003,65.428482,25406800
2021-03-08,71.070000,72.839996,70.860001,72.220001,67.282410,27351100
2021-03-09,70.910004,72.489998,70.040001,70.989998,66.136505,24194900
2021-03-10,71.290001,73.879997,71.199997,73.750000,68.707809,21331100
2021-03-11,73.480003,74.279999,72.550003,73.309998,68.297890,17499200
2021-03-12,74.419998,75.250000,74.099998,75.180000,70.040047,17210600
2021-03-15,75.510002,75.589996,73.279999,74.220001,69.145683,18918100
2021-03-16,73.519997,73.629997,72.320000,73.330002,68.316536,15834800
2021-03-17,73.930000,74.339996,72.739998,73.599998,68.568054,19337500
2021-03-18,74.430000,76.129997,73.449997,73.839996,68.791649,23857900
2021-03-19,73.199997,73.580002,71.519997,73.010002,68.018402,24079400
2021-03-22,72.290001,72.599998,71.639999,71.959999,67.040192,15040000
2021-03-23,71.300003,72.639999,70.510002,70.910004,66.061989,16238700
2021-03-24,71.690002,72.480003,70.059998,70.080002,65.288734,17089600
2021-03-25,69.830002,71.919998,69.150002,71.720001,66.816605,18357300
2021-03-26,72.570000,73.239998,72.000000,73.019997,68.027718,15716600
2021-03-29,71.550003,72.150002,70.370003,71.580002,66.686172,17822300
2021-03-30,72.000000,73.220001,72.000000,72.959999,67.971817,15615900
2021-03-31,72.709999,73.830002,72.459999,72.750000,67.776176,15224800
2021-04-01,72.220001,73.290001,72.220001,73.139999,68.139519,15251300
2021-04-05,74.070000,74.339996,72.440002,72.750000,67.776176,16128400
2021-04-06,72.360001,73.070000,72.050003,72.599998,67.636421,12908400
2021-04-07,72.919998,73.120003,71.949997,72.690002,67.720291,14081400
2021-04-08,72.150002,72.529999,71.080002,72.330002,67.384895,13677100
2021-04-09,72.809998,73.010002,72.010002,72.419998,67.468750,14586400
2021-04-12,72.620003,72.800003,72.139999,72.690002,67.720291,12002400
2021-04-13,72.300003,72.419998,71.070000,72.059998,67.133354,16150000
2021-04-14,71.739998,73.290001,71.379997,72.910004,67.925247,19476600
2021-04-15,74.449997,74.730003,71.760002,72.540001,67.580544,31333400
2021-04-16,73.320000,73.570000,71.690002,72.449997,67.496689,28478400
2021-04-19,72.709999,72.830002,71.949997,72.129997,67.198570,19964800
2021-04-20,71.550003,71.550003,69.269997,69.790001,65.018555,22013000
2021-04-21,69.129997,70.709999,68.410004,70.650002,65.819748,16334800
2021-04-22,70.430000,70.750000,69.669998,69.809998,65.037186,16037600
2021-04-23,69.839996,71.540001,69.510002,71.379997,66.499847,18876100
2021-04-26,71.730003,72.809998,71.610001,72.199997,67.263771,13098600
2021-04-27,72.500000,73.099998,72.360001,72.989998,67.999771,13357500
2021-04-28,73.370003,73.639999,72.730003,72.910004,67.925247,14420400
2021-04-29,73.760002,74.019997,72.879997,73.839996,68.791649,20628400
2021-04-30,72.690002,72.739998,71.089996,71.239998,66.831009,23669300
2021-05-03,72.019997,72.440002,71.389999,71.709999,67.271919,16026100
2021-05-04,71.239998,72.400002,70.629997,72.330002,67.853554,23071400
2021-05-05,72.610001,73.809998,71.779999,73.709999,69.148140,19427200
2021-05-06,73.639999,74.940002,73.419998,74.779999,70.151924,19621800
2021-05-07,73.430000,75.110001,73.220001,75.080002,70.433350,16937400
2021-05-10,75.360001,76.839996,75.110001,75.129997,70.480247,19628200
2021-05-11,74.500000,75.570000,73.910004,74.870003,70.236351,21534800
2021-05-12,75.940002,76.400002,73.900002,74.230003,69.635963,19791300
2021-05-13,73.879997,75.879997,73.800003,75.290001,70.630363,18622300
2021-05-14,75.680000,76.769997,75.660004,76.559998,71.821754,14122700
2021-05-17,76.330002,77.470001,76.099998,77.419998,72.628525,14676300
2021-05-18,77.379997,77.690002,76.570000,76.620003,71.878036,13729600
2021-05-19,75.620003,76.650002,74.720001,76.459999,71.727951,23283600
2021-05-20,76.169998,76.639999,75.360001,76.199997,71.484024,15244300
2021-05-21,76.500000,77.809998,76.410004,77.650002,72.844292,18544500
2021-05-24,77.830002,78.360001,77.470001,78.029999,73.200775,16750200
2021-05-25,78.199997,79.279999,77.190002,77.279999,72.497192,20015800
2021-05-26,77.209999,77.900002,76.680000,77.519997,72.722336,15243400
2021-05-27,78.519997,79.110001,77.949997,78.760002,73.885605,17467000
2021-05-28,78.660004,78.970001,77.910004,78.709999,73.838699,14392800
2021-06-01,79.489998,80.089996,79.339996,79.760002,74.823723,15450500
2021-06-02,80.099998,80.290001,79.379997,79.860001,74.917511,15285600
2021-06-03,79.709999,80.290001,79.419998,79.629997,74.701759,22255800
2021-06-04,79.690002,79.870003,78.809998,79.489998,74.570419,13807000
2021-06-07,79.620003,79.650002,79.019997,79.309998,74.401558,12670100
2021-06-08,78.300003,79.419998,77.709999,79.080002,74.185799,15399100
2021-06-09,78.669998,78.779999,77.760002,78.139999,73.303963,13778400
2021-06-10,79.040001,79.290001,76.830002,76.889999,72.131332,15277400
2021-06-11,77.000000,77.190002,76.099998,76.480003,71.746704,18043500
2021-06-14,76.610001,76.769997,74.669998,75.160004,70.508400,18304400
2021-06-15,75.050003,75.339996,73.250000,73.820000,69.251328,25191700
2021-06-16,72.750000,73.000000,70.150002,71.459999,67.037392,53319800
2021-06-17,72.580002,72.610001,68.160004,68.860001,64.598297,48523000
2021-06-18,68.480003,68.750000,67.129997,67.610001,63.425659,44582900
2021-06-21,68.440002,69.089996,67.879997,68.449997,64.213676,30266600
2021-06-22,68.900002,69.410004,67.769997,68.959999,64.692108,21564600
2021-06-23,69.360001,70.050003,69.080002,69.650002,65.339417,19672700
2021-06-24,70.330002,71.669998,69.949997,71.320000,66.906059,23900400
2021-06-25,71.449997,71.849998,69.860001,71.550003,67.121826,26727400
2021-06-28,71.320000,71.669998,70.459999,71.510002,67.084290,17660900
2021-06-29,70.139999,71.599998,69.580002,69.680000,65.367554,28696900
2021-06-30,69.680000,70.809998,69.419998,70.750000,66.371330,18502300
2021-07-01,71.080002,71.209999,70.449997,71.010002,66.615234,12584800
2021-07-02,71.010002,71.120003,70.110001,70.410004,66.052376,13222700
2021-07-06,70.110001,70.190002,67.860001,68.209999,63.988529,24672200
2021-07-07,67.709999,68.370003,67.260002,67.930000,63.725861,19342700
2021-07-08,66.400002,67.139999,65.750000,66.730003,62.600136,24763600
2021-07-09,68.110001,68.519997,67.639999,68.449997,64.213676,18872600
2021-07-12,67.669998,69.589996,67.300003,69.440002,65.142403,19600600
2021-07-13,69.080002,69.480003,68.019997,68.370003,64.138634,18962400
2021-07-14,69.989998,70.779999,67.449997,68.169998,63.951012,36287800
2021-07-15,67.540001,69.040001,67.440002,68.449997,64.213676,18897200
2021-07-16,68.709999,68.760002,66.419998,66.900002,62.759605,19289000
2021-07-19,65.459999,66.070000,64.360001,65.080002,61.052246,33318600
2021-07-20,65.180000,66.779999,64.779999,66.290001,62.187359,20577900
2021-07-21,67.010002,68.250000,66.930000,67.889999,63.688335,23393200
2021-07-22,67.750000,67.790001,66.410004,66.930000,62.787754,16524900
2021-07-23,67.500000,67.760002,66.519997,66.709999,62.581364,13443300
2021-07-26,66.459999,67.839996,66.459999,67.769997,63.575764,16434000
2021-07-27,67.080002,68.400002,66.779999,67.980003,63.772770,17127700
2021-07-28,68.320000,68.610001,67.489998,68.099998,63.885349,20275900
2021-07-29,68.709999,69.580002,68.410004,68.809998,64.551392,22261700
2021-07-30,67.919998,68.519997,67.239998,67.620003,63.908726,18078200
2021-08-02,67.949997,69.120003,67.639999,67.730003,64.012695,16616700
2021-08-03,68.250000,69.089996,66.889999,68.879997,65.099564,21041500
2021-08-04,68.120003,69.250000,67.930000,68.519997,64.759323,14416300
2021-08-05,68.830002,69.769997,68.769997,69.690002,65.865105,14361600
2021-08-06,70.779999,71.500000,70.580002,71.070000,67.169365,23915400
2021-08-09,70.940002,72.000000,70.459999,71.519997,67.594666,15619800
2021-08-10,71.620003,73.339996,71.379997,72.980003,68.974541,17920100
2021-08-11,73.300003,74.339996,72.930000,74.300003,70.222099,18676100
2021-08-12,74.330002,74.639999,73.629997,74.129997,70.061424,14181400
2021-08-13,74.199997,74.620003,72.919998,73.110001,69.097397,13362800
2021-08-16,72.410004,72.489998,70.989998,72.099998,68.142838,15532800
2021-08-17,71.339996,72.360001,70.680000,71.620003,67.689186,14623000
2021-08-18,71.199997,72.260002,70.879997,71.120003,67.216621,13970600
2021-08-19,70.540001,70.739998,69.430000,69.839996,66.006866,21047300
2021-08-20,69.709999,70.300003,69.209999,70.250000,66.394379,14028800
2021-08-23,70.760002,71.260002,70.559998,70.889999,66.999245,13079500
2021-08-24,71.139999,72.190002,71.029999,72.040001,68.086136,12669300
2021-08-25,72.800003,73.900002,72.040001,73.180000,69.163559,17766600
2021-08-26,73.470001,73.900002,72.279999,72.440002,68.464180,14135600
2021-08-27,72.580002,73.370003,72.300003,72.989998,68.983994,13669400
2021-08-30,73.000000,73.010002,71.220001,71.669998,67.736435,12687400
2021-08-31,71.750000,72.500000,71.330002,71.910004,67.963280,17285900
2021-09-01,72.360001,72.360001,71.209999,71.309998,67.396187,15114800
2021-09-02,71.360001,71.970001,70.919998,71.500000,67.575768,13533400
2021-09-03,71.620003,71.730003,70.650002,71.169998,67.263878,13683300
2021-09-07,71.360001,72.279999,70.709999,70.820000,66.933083,14663600
2021-09-08,70.870003,71.220001,69.879997,70.040001,66.195915,14861800
2021-09-09,69.970001,71.099998,69.910004,70.459999,66.592850,14212900
2021-09-10,70.930000,70.989998,69.519997,69.570000,65.751701,15422800
2021-09-13,70.120003,70.660004,69.760002,70.519997,66.649551,16337300
2021-09-14,70.839996,71.379997,68.519997,68.779999,65.005058,26568900
2021-09-15,68.820000,70.870003,68.620003,70.449997,66.583397,22392100
2021-09-16,71.029999,71.180000,69.989998,70.000000,66.158096,19245400
2021-09-17,69.769997,70.580002,69.660004,69.959999,66.120293,30768300
2021-09-20,68.050003,68.169998,65.970001,67.300003,63.606289,36955400
2021-09-21,67.650002,67.739998,66.519997,66.940002,63.266045,21169900
2021-09-22,67.889999,69.169998,67.790001,68.239998,64.494698,21160200
2021-09-23,69.209999,71.389999,69.000000,70.879997,66.989792,21451500
2021-09-24,70.709999,71.580002,70.709999,71.180000,67.273331,15788400
2021-09-27,71.849998,72.610001,71.750000,72.260002,68.294067,19857500
2021-09-28,72.470001,73.279999,71.239998,71.370003,67.452904,20835000
2021-09-29,71.690002,71.820000,70.980003,71.529999,67.604118,13683900
2021-09-30,71.629997,71.699997,69.949997,70.180000,66.328224,22090900
2021-10-01,70.440002,71.680000,70.089996,71.180000,67.273331,23701900
2021-10-04,71.080002,72.980003,70.849998,71.290001,67.377289,18957200
2021-10-05,71.760002,72.930000,71.330002,72.529999,68.549232,15587200
2021-10-06,71.919998,72.610001,71.019997,72.419998,68.445274,15997200
2021-10-07,73.010002,73.349998,72.050003,72.190002,68.227898,15349900
2021-10-08,71.849998,72.809998,71.510002,72.349998,68.379120,11960700
2021-10-11,72.699997,73.720001,71.610001,71.680000,67.745895,14985500
2021-10-12,71.540001,71.940002,70.440002,70.639999,66.762962,17593400
2021-10-13,70.550003,70.580002,68.739998,70.260002,66.403831,23451900
2021-10-14,71.070000,71.269997,69.720001,70.800003,66.914192,24707900
2021-10-15,71.820000,73.220001,71.510002,72.290001,68.322411,21884500
2021-10-18,72.070000,72.550003,71.400002,71.610001,67.679741,15026100
2021-10-19,72.250000,72.500000,71.260002,71.760002,67.821495,15173900
2021-10-20,71.559998,72.279999,70.809998,71.820000,67.878220,14350400
2021-10-21,71.260002,71.830002,70.010002,70.510002,66.640114,18519000
2021-10-22,70.769997,71.889999,70.680000,71.370003,67.452904,14625100
2021-10-25,71.580002,71.849998,70.709999,70.830002,66.942543,15103000
2021-10-26,71.000000,71.610001,70.610001,70.650002,66.772423,18647900
2021-10-27,70.510002,70.709999,69.309998,70.309998,66.451073,25475900
2021-10-28,70.779999,71.320000,70.279999,70.879997,66.989792,16367800
2021-10-29,70.480003,70.610001,68.970001,69.160004,65.837921,22403000
2021-11-01,69.930000,69.930000,69.029999,69.610001,66.266304,19106600
