input,target
81.97,2648.275
93.59,2734.185
85.99,2826.745
95.09,2988.9849999999997
96.43,3022.445
85.28,2587.64
111.1,3566.4599999999996
112.75,3741.3250000000003
92.93,2552.485
106.81,3264.045
108.54,3311.66
106.62,3469.2700000000004
86.42,2512.24
124.45,3913.985
120.87,3985.425
95.11,2691.565
95.37,2650.3650000000007
86.69,2777.705
106.15,3311.3050000000003
99.97,3097.645
104.82,3544.99
95.79,2728.7650000000003
87.38,2867.6499999999996
90.39,3043.765
93.83,2850.505
101.49,2788.9549999999995
97.72,2876.13
107.79,3611.065
106.78,3788.97
109.34,3477.4
102.97,3121.385
118.56,3898.37
121.44,3641.0000000000005
95.09,2896.065
89.42,2643.45
107.67,3402.1549999999997
105.87,3201.395
108.03,3229.195
95.02,2663.24
89.76,3045.76
98.43,3206.715
117.37,3572.7450000000003
97.98,2950.2500000000005
106.96,3057.2799999999997
94.37,2798.385
91.2,2794.4399999999996
91.99,2923.5449999999996
77.48,2361.2500000000005
93.45,2655.035
108.83,3535.155
100.43,3046.4550000000004
91.54,2787.9900000000002
99.46,3093.43
102.6,2995.64
108.32,3259.4799999999996
92.69,2451.595
99.92,3081.26
103.33,3148.245
110.53,3252.205
87.49,2522.1949999999997
96.94,3245.3
82.01,2532.715
91.6,2408.2299999999996
103.37,3509.5950000000003
117.09,3914.705
97.62,3034.3800000000006
95.98,2878.8
90.01,2737.0450000000005
86.33,2532.9550000000004
91.38,2989.45
106.21,2863.915
79.04,2390.1000000000004
97.94,3109.9900000000002
93.17,3264.875
89.54,2663.4800000000005
102.38,2572.1499999999996
92.08,2753.48
89.12,2406.09
94.16,3105.4500000000003
84.56,2556.0
83.55,2595.025
92.03,3043.475
88.55,2812.915
108.91,2877.3350000000005
99.18,3518.63
88.36,2462.59
98.94,2972.2200000000003
107.01,2986.465
105.76,3403.5700000000006
117.15,3919.3350000000005
91.97,2998.315
112.83,3348.585
96.31,2830.7349999999997
100.76,3020.2000000000003
91.42,2480.14
89.62,2551.0800000000004
118.17,3450.1449999999995
118.91,3547.8450000000003
102.96,3240.6899999999996
108.34,3108.55
102.15,3453.625
115.82,3499.0899999999997
82.19,2665.6150000000002
116.3,3663.46
83.2,3183.59
115.99,3543.1749999999997
121.4,3603.3500000000004
87.47,2411.385
92.91,3202.935
99.88,3178.3799999999997
108.35,3325.8049999999994
78.31,2048.935
98.43,3298.1450000000004
106.66,3660.71
107.86,3829.31
106.5,3142.01
95.47,2707.875
95.89,3031.6850000000004
94.36,2871.0600000000004
125.29,3816.0550000000003
89.69,3036.735
102.43,3455.925
96.83,2983.315
98.36,2992.15
103.21,3197.3949999999995
94.18,2879.7200000000003
100.38,2861.5799999999995
95.51,3083.9150000000004
107.33,3184.295
95.99,2916.5149999999994
100.58,3282.43
100.05,3069.2450000000003
118.85,3378.705
118.54,3723.67
88.01,2574.8150000000005
92.01,2638.8450000000007
85.39,2287.6949999999997
96.11,3527.835
98.72,2743.59
92.69,2927.385
103.12,3483.7900000000004
94.5,2470.0
99.09,3005.1949999999997
80.97,2776.265
106.0,3295.76
89.9,2964.8400000000006
95.11,2705.825
105.79,3351.815
85.32,3080.81
109.91,3281.135
102.32,2873.75
102.21,3518.0249999999996
85.6,3017.54
86.28,2706.29
100.34,3048.24
96.65,2802.4250000000006
93.84,3085.83
98.41,3122.025
90.69,2814.3750000000005
98.17,2855.1749999999997
105.02,3152.8199999999997
90.72,2982.4
91.22,2948.04
98.41,2789.795
94.99,2479.1249999999995
98.81,3153.6549999999997
100.24,3290.2799999999997
82.33,2361.525
115.41,3433.395
97.56,2376.6899999999996
100.37,3185.445
87.58,2904.61
96.99,3025.755
96.53,2820.335
89.15,2467.8050000000003
97.24,2979.18
84.03,2610.505
122.24,3519.74
101.67,3104.435
104.34,3035.94
102.31,3262.175
91.45,2847.0449999999996
100.21,2996.325
72.9,1962.6600000000003
89.33,2883.2650000000003
105.29,3566.3650000000007
96.89,2920.915
77.77,2028.6949999999997
85.03,2330.635
108.01,3154.1750000000006
81.95,2465.9950000000003
100.23,3017.235
81.3,2402.0299999999997
108.58,3253.07
104.87,3047.2650000000003
108.89,3832.775
96.23,2899.0850000000005
103.44,2965.29
101.81,3013.075
86.65,2932.5450000000005
100.62,2929.4900000000007
92.89,2778.335
87.49,2821.865
88.31,3070.4750000000004
110.95,3091.495
108.1,3295.8799999999997
96.13,2808.825
79.27,2810.8149999999996
105.69,3571.975
111.47,3558.545
106.2,3146.5499999999997
97.36,3395.68
85.68,2910.7200000000003
99.0,3426.69
90.88,2879.2599999999998
91.95,3099.325
99.08,2981.7799999999997
93.49,2948.375
100.58,3054.0
109.14,3154.3
84.83,2750.2650000000003
102.53,3296.005
103.98,2639.46
96.96,2485.1899999999996
79.44,2841.0
91.09,3145.645
122.66,3827.03
107.09,3523.535
87.88,3048.2299999999996
96.01,2776.3550000000005
95.49,3134.5049999999997
100.82,3396.75
102.88,3421.7299999999996
107.86,3174.0099999999998
101.13,3283.205
91.09,2563.9249999999997
108.83,3465.215
92.12,2897.6200000000003
105.35,2895.955
118.02,3314.24
101.23,3205.0150000000003
83.17,2411.1549999999997
106.07,3358.7949999999996
103.82,3275.3099999999995
89.27,2350.595
106.13,3297.4949999999994
100.44,3214.46
89.09,2974.825
101.6,3352.49
98.18,3068.46
81.49,2744.305
102.1,3253.63
83.93,2338.9650000000006
104.57,3048.595
85.52,2595.3399999999997
104.57,2661.2849999999994
101.0,3128.4500000000003
84.88,2596.8199999999997
104.44,3573.23
110.29,3776.625
84.13,2755.115
90.35,2758.8149999999996
88.36,2572.68
95.99,3246.035
113.56,3928.17
99.04,3463.75
112.95,3382.1749999999997
97.03,2877.1850000000004
111.68,3479.5400000000004
92.84,2992.95
94.99,3008.665
82.47,2450.6549999999997
107.0,3506.35
97.3,2428.06
94.21,2478.745
88.6,2661.6499999999996
105.01,3352.2650000000003
102.26,2908.1600000000003
89.11,2422.715
112.8,3606.08
99.01,3481.1050000000005
97.3,2672.25
117.45,3784.7149999999997
98.19,3271.7349999999997
97.98,3240.8900000000003
96.07,2817.205
121.46,3559.8999999999996
121.36,3650.9900000000002
109.74,3224.1099999999997
98.1,3056.7899999999995
93.37,2994.5550000000003
104.14,2938.98
100.32,3019.74
84.06,2864.3199999999997
111.44,3153.72
94.9,2820.76
106.49,3138.3949999999995
98.81,2538.565
99.27,3141.495
86.57,2527.345
91.2,2726.05
93.46,2836.12
99.78,2632.9700000000003
103.38,3141.8699999999994
97.11,2864.755
92.38,2779.1499999999996
110.53,3457.205
99.91,2846.5550000000003
104.76,3300.9000000000005
103.74,3011.5999999999995
91.21,2826.075
93.61,3227.065
108.56,3231.1899999999996
119.56,3757.48
104.73,3068.6050000000005
93.25,2592.145
112.29,3282.0650000000005
83.58,2867.02
91.6,2830.1699999999996
112.71,3495.505
95.74,3043.7599999999998
115.14,3266.52
82.83,2595.2850000000003
93.43,2903.945
103.34,3366.27
101.93,2913.685
102.78,3257.7599999999998
99.68,3514.2000000000003
93.73,3160.1650000000004
109.94,3438.45
93.36,2862.31
87.44,2629.7500000000005
98.89,2787.125
74.28,2186.58
108.31,2998.965
104.91,3008.545
99.27,3002.1449999999995
93.11,3144.495
81.92,2564.48
82.76,2319.56
106.8,3248.25
100.98,3227.2900000000004
103.78,2960.5800000000004
98.57,2896.805
103.04,2995.1400000000003
84.05,2462.335
106.44,3438.59
103.61,2947.035
108.91,3707.0750000000003
101.12,2893.5200000000004
89.85,2823.1749999999997
104.74,3414.2899999999995
88.2,3011.58
109.9,3282.9300000000003
103.18,3465.82
93.4,2758.8900000000003
103.72,3445.87
115.93,3616.635
90.15,2908.235
116.96,3434.27
100.98,3061.9700000000007
111.05,3712.335
102.92,3384.48
104.81,3029.2149999999997
117.98,3580.63
101.87,2888.465
98.51,2979.635
101.88,3645.7299999999996
110.96,3295.39
97.86,2738.67
90.77,2858.9049999999997
97.75,2931.0649999999996
105.74,3447.71
99.86,3174.5099999999998
104.14,2801.0099999999998
92.47,2533.0550000000003
113.6,3414.1899999999996
103.86,3396.67
103.89,3053.095
100.31,2970.6049999999996
106.14,3469.21
99.18,2839.9300000000003
98.56,2930.76
107.92,3681.09
96.98,3059.26
99.44,3078.5099999999998
86.14,2845.13
97.62,3012.4500000000003
87.56,2675.13
90.61,3031.795
93.3,2739.0
119.05,3824.6850000000004
111.1,3186.15
103.24,3286.7299999999996
103.05,3094.195
111.86,3794.0600000000004
79.24,2034.7399999999996
87.61,2709.915
99.41,3080.155
92.26,3290.5300000000007
87.02,2673.44
95.78,3242.7200000000003
106.23,2883.6650000000004
109.52,3650.35
99.3,3211.8700000000003
102.9,3350.6300000000006
106.15,3405.3050000000003
74.13,2149.9249999999997
106.4,3028.9500000000003
79.23,2257.4750000000004
103.21,3217.145
105.42,3398.14
105.98,3407.6400000000003
94.15,2983.9350000000004
105.93,3303.145
105.85,3612.1449999999995
109.64,3194.3399999999997
84.37,2659.605
91.69,2926.885
103.33,2759.0150000000003
97.83,3294.395
106.88,3487.4399999999996
104.71,3456.4049999999997
102.07,3313.285
104.45,3324.015
101.78,3013.11
91.24,2883.66
105.3,3046.04
93.61,2832.625
115.5,3593.9100000000003
110.66,3470.3
93.11,3003.585
101.57,2949.205
85.73,2597.905
100.93,2726.5650000000005
115.55,3691.215
101.87,3273.0050000000006
109.43,3248.0750000000003
112.24,3502.0499999999997
101.37,3411.4750000000004
111.17,3603.5550000000003
97.89,2782.735
102.24,3269.5599999999995
84.81,2712.625
92.64,2900.85
96.42,3066.66
105.48,3220.6100000000006
88.85,2596.8149999999996
101.56,3256.0299999999997
84.0,2836.4700000000003
96.01,3221.915
93.0,2501.64
115.91,3435.3950000000004
92.34,2705.02
98.41,2672.325
108.91,3381.925
92.79,2693.135
104.27,2974.9449999999997
98.8,2933.02
90.78,2374.0
92.27,2737.1349999999998
107.51,3143.945
93.96,3039.8399999999997
107.54,2772.34
100.27,3234.8849999999998
91.45,2968.415
99.25,2904.705
121.15,3869.155
100.63,3421.805
92.12,2864.4500000000003
103.28,3181.41
96.12,2983.7200000000003
86.05,2475.465
103.7,3012.63
90.03,2739.0049999999997
112.37,3557.8650000000002
111.16,3483.1
106.75,3259.325
100.22,2929.4500000000003
91.29,2651.3250000000003
102.87,3268.4750000000004
92.38,2749.81
110.71,2937.615
86.23,2664.105
114.52,3363.1499999999996
98.92,3400.63
93.08,2832.8
88.53,3107.165
105.68,3232.4400000000005
104.24,2916.45
107.39,3040.405
98.92,2952.75
94.16,3055.79
101.03,3206.075
87.83,2600.675
98.31,2672.455
91.61,2689.5449999999996
112.8,3722.55
104.64,3017.0499999999997
95.95,3024.005
94.82,3374.05
110.54,3077.1400000000003
93.65,3036.395
98.61,2961.095
105.64,3331.9799999999996
92.32,2400.7799999999997
112.63,3876.7249999999995
102.58,2926.55
115.8,3642.31
100.07,2853.2549999999997
127.87,3839.3250000000003
104.06,3610.94
101.87,2870.5450000000005
86.7,2551.47
102.61,3058.335
86.14,2362.35
97.12,2945.1900000000005
96.71,2882.435
108.94,3315.92
96.91,2495.6850000000004
97.2,2881.81
92.13,2486.8849999999993
96.33,2806.1150000000002
94.41,2876.555
118.14,3794.8999999999996
91.43,2831.2550000000006
88.5,2674.1800000000003
93.76,2644.4700000000003
110.88,3531.5899999999997
80.6,2500.74
113.92,3537.62
90.7,3186.12
90.06,2801.83
86.7,2701.16
104.47,3464.085
93.04,2533.3600000000006
101.58,3399.04
100.13,3434.5649999999996
75.84,2294.91
99.09,2959.0049999999997
103.8,3174.32
87.12,2717.07
86.57,2961.105
99.07,2930.1549999999997
115.59,3332.535
114.31,3372.375
117.11,3417.105
91.28,2970.95
105.54,3138.1000000000004
94.61,2669.875
106.92,3579.71
99.08,2725.15
81.46,2303.69
105.69,3004.825
79.22,2239.4100000000003
123.48,3954.4
127.06,3804.83
93.49,2983.5049999999997
99.5,3138.34
100.8,3148.28
103.68,2802.6600000000003
105.92,3236.31
83.46,2777.8199999999997
89.7,2961.48
108.41,3331.045
104.5,3413.81
93.4,3092.2400000000002
86.76,2440.52
103.64,3223.1
95.81,2793.185
109.84,3461.7599999999998
110.66,3731.38
107.02,3204.2799999999997
103.2,2903.23
102.89,3016.0449999999996
108.83,3010.145
92.7,2869.05
84.09,2611.9649999999997
105.95,3130.255
102.73,3464.3150000000005
