X,y
-4.85,219.86875
4.08,85.5196
-13.05,366.13875
9.68,157.7436
11.12,-0.8584000000000458
12.88,252.9516
24.98,901.8206000000001
6.99,94.90515000000002
18.07,505.76234999999997
13.12,326.0216
8.07,-49.507649999999984
-10.77,142.67435
19.48,592.4256
4.96,118.61240000000001
10.18,22.848600000000005
-2.7,-40.025
12.83,458.65835000000004
11.08,105.81960000000002
10.29,269.65115
8.65,276.55875000000003
20.49,701.46515
19.66,748.4334
17.26,612.4114000000002
43.21,3109.87115
4.0,2.219999999999999
6.2,69.13000000000001
-0.15,80.91875
14.36,286.01439999999997
3.13,31.460349999999995
-16.98,304.19059999999996
-2.13,-232.54965
10.72,244.38760000000005
20.1,847.6050000000001
-5.57,-9.167649999999998
3.88,45.5916
8.61,97.02314999999999
2.71,-52.59885
15.31,419.78915
10.04,294.63239999999996
13.21,530.5711500000001
2.75,104.61875
25.37,959.1103500000003
10.0,43.30000000000001
22.94,1001.3353999999999
5.61,99.51315000000001
15.9,374.815
3.21,-77.92885000000001
0.49,-77.69485
2.96,147.8424
9.54,168.6674
7.81,-20.220850000000027
25.39,1144.1031500000001
-1.49,30.12515
-0.9,-30.044999999999998
27.0,1249.77
16.09,362.87715000000003
-8.81,182.97915
14.97,247.05635
12.37,183.48035000000002
-11.44,19.58039999999997
6.3,40.925
9.83,104.59835000000001
17.31,474.7791499999999
19.54,642.5873999999999
10.96,274.97240000000005
20.33,706.7683499999998
8.54,165.47739999999996
1.43,169.50235
0.66,-22.6866
15.43,266.30234999999993
-9.58,200.27460000000002
16.78,665.6726000000001
-1.07,17.70235
6.41,169.01715000000002
15.05,327.86875000000003
22.18,835.1286
-9.41,164.58715
1.94,51.2954
10.49,148.80515000000003
4.04,202.6824
18.62,603.5065999999999
-10.86,232.9194
13.62,367.50659999999993
14.26,443.30139999999994
10.49,296.10515000000004
21.02,715.7106
-2.3,84.25500000000001
21.09,958.0471499999999
2.97,224.52635
17.26,584.6714000000002
6.76,261.9364
18.14,427.27940000000007
17.8,685.8000000000001
-4.64,24.544399999999996
8.46,-40.72259999999997
9.08,172.9696
7.62,212.39659999999998
2.44,-51.129599999999996
28.51,1513.7251500000004
12.09,397.48715000000004
25.55,942.1187500000001
4.31,144.85915
-0.62,10.6066
11.32,177.66360000000003
4.37,13.280350000000002
33.9,1798.9649999999997
12.45,155.44874999999996
21.53,726.83635
7.76,187.75639999999999
6.74,235.3214
9.69,321.58915
13.56,266.93039999999996
18.5,567.405
8.78,61.42259999999999
3.19,130.42915
-0.68,-165.50639999999999
9.23,24.764350000000007
15.73,363.62435000000005
14.58,396.04459999999995
9.82,147.90859999999998
4.0,42.31
11.47,243.23635000000002
15.72,450.02759999999995
9.63,70.36035000000005
11.12,191.46159999999995
8.49,196.59515
19.15,646.12875
5.62,177.3766
11.86,178.87939999999998
13.94,431.90540000000004
17.26,654.9314000000002
24.96,1008.6024000000001
16.75,507.05875
15.99,463.00514999999996
-4.7,71.25500000000001
16.06,482.88539999999995
32.94,1890.8053999999995
1.7,62.625
-0.2,86.81
7.85,154.05874999999997
20.21,580.2211500000001
15.25,446.55875000000003
5.23,37.33435000000001
9.64,110.62440000000004
20.37,605.26035
16.73,472.35434999999995
34.29,1823.9711499999999
20.06,878.7854
13.54,483.06739999999996
16.15,422.06874999999985
6.51,158.27515
0.22,117.54260000000001
11.72,230.77760000000004
14.91,571.46715
-3.95,102.78875
4.78,41.8326
6.31,-97.12085000000002
12.66,189.12339999999998
7.4,140.91000000000003
14.45,320.94874999999996
10.98,218.19060000000002
20.6,630.9100000000001
-7.11,76.63315
26.57,1107.1123500000003
24.18,807.3686000000001
10.5,168.965
16.5,409.925
16.07,289.44235000000003
2.63,162.90035
11.65,237.74875
17.78,504.7326000000001
13.1,379.305
20.51,695.5151500000001
10.95,295.90875
10.81,66.04915000000003
2.32,-86.47640000000001
6.35,138.22875
5.4,212.83
27.05,1196.22875
12.41,297.08715
0.01,-81.30485
13.99,340.55515
8.08,56.319599999999994
-20.54,545.9274
14.8,453.5900000000001
-5.53,-172.36364999999998
15.78,451.0426
0.39,-77.85685000000001
-4.58,-48.22539999999999
14.94,501.9154
-4.94,49.8554
5.53,159.58635
12.04,84.20239999999995
16.12,406.1816000000001
17.45,473.45875
9.64,115.19440000000003
1.68,55.1336
29.24,1475.3963999999996
3.94,-72.6046
28.04,1182.2324
5.47,-60.17365000000001
21.61,891.88315
20.7,664.7149999999999
-0.46,-10.4326
13.55,290.6087500000001
17.55,428.0587499999999
17.01,531.8751500000001
8.01,163.57515
13.02,394.9806
6.05,54.53875
-1.72,-30.2924
19.84,602.3284000000001
4.4,194.25
23.8,1034.72
16.02,437.9906
1.07,71.36235
8.39,77.37315000000002
7.14,307.9094
1.29,-51.148849999999996
15.01,353.51514999999995
5.21,22.851149999999997
26.32,1302.3536
18.61,600.3931499999999
1.2,115.8
9.81,168.67915000000002
7.73,-3.6156500000000023
-5.65,106.65875
19.31,565.24915
19.5,507.775
19.26,583.2214000000001
5.43,127.40235
20.69,891.9591500000001
7.9,-16.484999999999985
19.35,410.44875000000013
28.13,1379.4203499999999
11.4,265.85
-4.19,-43.68084999999999
6.83,136.71835
16.41,535.30715
22.2,1009.1700000000001
-1.34,-14.026599999999998
8.09,255.46715
12.33,227.01835
14.35,309.13874999999996
19.1,657.4450000000002
0.52,-108.2744
5.77,-59.065650000000005
20.08,772.4095999999997
13.92,144.0596
14.48,377.5156
21.25,720.24875
11.04,185.16239999999993
15.28,271.46760000000006
6.85,-108.23125000000002
-3.45,-59.31125
-2.95,-112.79124999999999
10.74,169.0714
8.0,133.8
3.45,-43.251250000000006
13.18,200.4486
1.1,35.665
11.11,148.85314999999997
9.8,83.41000000000004
1.6,-19.48
-12.98,236.8406
24.57,1203.39235
13.17,468.62835000000007
-16.64,231.75440000000006
5.74,-61.90859999999998
13.94,347.7454000000001
7.72,173.11759999999998
15.8,417.59000000000003
0.27,219.28435
11.75,366.92875
9.47,332.67635
8.17,87.92835
7.79,29.601150000000004
12.0,151.97
19.33,617.7483499999998
4.7,-75.24499999999999
5.93,11.12234999999999
11.61,200.74314999999996
8.8,242.39000000000004
13.86,290.3693999999999
17.18,363.1486
22.91,823.7371499999999
8.84,168.01839999999999
-12.77,257.00434999999993
9.3,71.11500000000002
13.54,388.12739999999997
8.13,267.28035000000006
